msoa,accommodation type,0-4,5-15,16-17,18-20,21-24,25-29,30+
E02006239,Does not apply,667,14,8,429,858,761,4410
E02006239,Living alone,0,0,0,0,10,4,2
E02006239,Living in another household type,0,11,2,4,11,29,66
E02006239,all student household,0,0,0,0,0,3,12
E02006239,communal establishment: Other,0,4,0,4,9,2,1
E02006239,communal establishment: University,0,0,0,0,0,0,0
E02006239,parents,0,1231,120,51,9,3,0
E02006240,Does not apply,856,12,14,384,696,911,5709
E02006240,Living alone,0,0,0,0,11,4,8
E02006240,Living in another household type,0,12,5,3,15,23,52
E02006240,all student household,0,70,0,0,0,3,8
E02006240,communal establishment: Other,0,0,0,0,10,0,0
E02006240,communal establishment: University,0,0,0,0,0,0,0
E02006240,parents,0,1180,169,56,14,3,0
E02006241,Does not apply,482,5,12,162,550,566,5639
E02006241,Living alone,0,0,0,0,1,3,4
E02006241,Living in another household type,0,13,6,1,8,11,26
E02006241,all student household,0,0,0,0,6,2,4
E02006241,communal establishment: Other,0,0,0,0,0,0,0
E02006241,communal establishment: University,0,0,0,0,0,0,0
E02006241,parents,0,1069,165,71,25,0,0
E02006242,Does not apply,832,9,11,167,498,938,6359
E02006242,Living alone,0,0,0,0,5,7,10
E02006242,Living in another household type,0,11,5,8,19,21,34
E02006242,all student household,0,0,0,0,2,6,5
E02006242,communal establishment: Other,0,0,0,0,0,0,0
E02006242,communal establishment: University,0,0,0,0,0,0,0
E02006242,parents,0,1399,183,68,21,2,1
E02006243,Does not apply,514,4,15,181,344,690,6214
E02006243,Living alone,0,0,0,6,5,2,1
E02006243,Living in another household type,0,14,3,9,16,5,10
E02006243,all student household,0,0,0,1,1,0,3
E02006243,communal establishment: Other,0,0,0,0,0,0,0
E02006243,communal establishment: University,0,0,0,0,0,0,0
E02006243,parents,0,1069,142,66,15,3,1
E02006245,Does not apply,516,4,22,159,292,440,5293
E02006245,Living alone,0,0,0,0,0,1,3
E02006245,Living in another household type,0,20,2,5,5,3,29
E02006245,all student household,0,0,0,0,0,0,4
E02006245,communal establishment: Other,0,0,0,0,0,0,0
E02006245,communal establishment: University,0,0,0,0,0,0,0
E02006245,parents,0,1219,183,75,17,4,2
E02006246,Does not apply,395,5,12,111,255,401,5048
E02006246,Living alone,0,0,0,1,0,0,0
E02006246,Living in another household type,0,9,7,5,3,13,15
E02006246,all student household,0,0,0,0,0,0,5
E02006246,communal establishment: Other,0,0,0,0,0,0,0
E02006246,communal establishment: University,0,0,0,0,0,0,0
E02006246,parents,0,879,157,83,21,1,1
E02006247,Does not apply,593,8,25,149,428,755,5410
E02006247,Living alone,0,0,0,0,5,1,5
E02006247,Living in another household type,0,15,4,4,5,6,29
E02006247,all student household,0,0,8,16,2,2,3
E02006247,communal establishment: Other,0,0,0,0,0,0,0
E02006247,communal establishment: University,0,0,0,0,0,0,0
E02006247,parents,0,1355,168,95,19,5,1
E02006248,Does not apply,429,3,10,120,273,386,5391
E02006248,Living alone,0,0,0,6,0,2,2
E02006248,Living in another household type,0,20,5,8,8,5,21
E02006248,all student household,0,0,0,0,0,2,7
E02006248,communal establishment: Other,0,0,4,0,1,0,0
E02006248,communal establishment: University,0,0,0,0,0,0,0
E02006248,parents,0,1372,251,129,28,3,1
E02006249,Does not apply,357,4,7,104,265,437,5632
E02006249,Living alone,0,0,0,1,6,1,6
E02006249,Living in another household type,0,10,6,7,12,13,21
E02006249,all student household,0,0,4,2,0,0,3
E02006249,communal establishment: Other,0,12,30,12,0,0,0
E02006249,communal establishment: University,0,0,0,0,0,0,0
E02006249,parents,0,1093,220,90,22,8,0
E02006250,Does not apply,721,12,27,224,482,920,5936
E02006250,Living alone,0,1,2,30,5,1,7
E02006250,Living in another household type,0,37,9,19,22,13,44
E02006250,all student household,0,0,4,21,4,1,9
E02006250,communal establishment: Other,0,4,8,14,0,0,0
E02006250,communal establishment: University,0,0,0,0,0,0,0
E02006250,parents,0,1311,190,91,22,4,0
E02006251,Does not apply,631,7,22,176,613,1139,6334
E02006251,Living alone,0,0,0,2,6,7,19
E02006251,Living in another household type,0,11,7,21,25,22,32
E02006251,all student household,0,0,22,34,13,8,12
E02006251,communal establishment: Other,0,0,0,0,0,0,0
E02006251,communal establishment: University,0,0,0,51,50,14,3
E02006251,parents,0,1111,174,93,32,6,2
E02006252,Does not apply,574,3,21,122,380,663,6108
E02006252,Living alone,0,0,0,0,2,3,4
E02006252,Living in another household type,0,3,2,6,9,10,20
E02006252,all student household,0,0,0,3,1,1,8
E02006252,communal establishment: Other,0,0,0,0,0,0,0
E02006252,communal establishment: University,0,0,0,0,0,0,0
E02006252,parents,0,1387,230,115,23,8,1
E02006253,Does not apply,349,0,12,104,250,339,5195
E02006253,Living alone,0,2,0,0,1,3,5
E02006253,Living in another household type,0,12,5,4,6,6,16
E02006253,all student household,0,0,0,0,3,1,2
E02006253,communal establishment: Other,0,0,0,0,0,0,0
E02006253,communal establishment: University,0,0,0,0,0,0,0
E02006253,parents,0,892,148,77,17,1,1
E02006254,Does not apply,589,8,20,164,426,701,5740
E02006254,Living alone,0,0,1,3,2,0,6
E02006254,Living in another household type,0,23,8,5,12,9,31
E02006254,all student household,0,2,7,3,1,4,3
E02006254,communal establishment: Other,0,2,0,0,0,0,0
E02006254,communal establishment: University,0,0,0,0,0,0,0
E02006254,parents,0,1319,196,86,19,1,3
E02006255,Does not apply,453,6,8,113,370,620,4975
E02006255,Living alone,0,0,0,1,7,3,7
E02006255,Living in another household type,0,6,10,7,31,9,22
E02006255,all student household,0,0,4,10,9,0,1
E02006255,communal establishment: Other,0,0,1,255,115,8,3
E02006255,communal establishment: University,0,0,0,0,0,0,0
E02006255,parents,0,875,128,55,12,3,1
E02006256,Does not apply,683,7,17,191,497,839,5761
E02006256,Living alone,0,0,1,1,4,4,7
E02006256,Living in another household type,0,15,12,8,10,17,32
E02006256,all student household,0,3,7,0,7,8,18
E02006256,communal establishment: Other,0,0,0,0,0,0,0
E02006256,communal establishment: University,0,0,0,0,0,0,0
E02006256,parents,0,1363,209,93,23,6,5
E02006257,Does not apply,355,4,19,126,201,337,4523
E02006257,Living alone,0,0,0,1,0,1,0
E02006257,Living in another household type,0,10,6,5,3,7,24
E02006257,all student household,0,0,0,0,0,0,3
E02006257,communal establishment: Other,0,0,0,0,0,0,0
E02006257,communal establishment: University,0,0,0,0,0,0,0
E02006257,parents,0,955,122,64,20,2,0
E02006258,Does not apply,576,4,21,177,424,654,5758
E02006258,Living alone,0,0,1,0,1,2,1
E02006258,Living in another household type,0,17,4,8,7,4,16
E02006258,all student household,0,0,10,1,0,0,4
E02006258,communal establishment: Other,0,0,3,0,0,0,0
E02006258,communal establishment: University,0,0,0,0,0,0,0
E02006258,parents,0,1545,239,144,28,2,2
E02006259,Does not apply,508,2,11,133,304,477,4506
E02006259,Living alone,0,0,0,0,0,0,9
E02006259,Living in another household type,0,11,3,2,6,8,19
E02006259,all student household,0,0,0,0,1,1,7
E02006259,communal establishment: Other,0,30,20,11,0,0,0
E02006259,communal establishment: University,0,0,0,0,0,0,0
E02006259,parents,0,1028,104,66,20,1,4
E02006260,Does not apply,611,2,29,164,349,503,5345
E02006260,Living alone,0,0,0,0,1,1,0
E02006260,Living in another household type,0,15,2,1,4,6,47
E02006260,all student household,0,6,6,10,0,2,5
E02006260,communal establishment: Other,0,0,0,0,0,0,0
E02006260,communal establishment: University,0,0,0,0,0,0,0
E02006260,parents,0,1413,215,96,20,1,3
E02006261,Does not apply,254,1,16,116,222,292,5888
E02006261,Living alone,0,0,0,1,0,1,2
E02006261,Living in another household type,0,13,8,2,5,5,19
E02006261,all student household,0,0,0,0,0,0,0
E02006261,communal establishment: Other,0,0,0,0,0,0,0
E02006261,communal establishment: University,0,0,0,0,0,0,0
E02006261,parents,0,862,177,57,22,1,3
E02006262,Does not apply,322,0,14,132,247,350,6568
E02006262,Living alone,0,0,0,0,1,0,5
E02006262,Living in another household type,0,13,2,3,6,4,13
E02006262,all student household,0,0,0,0,0,1,2
E02006262,communal establishment: Other,0,0,0,0,0,0,0
E02006262,communal establishment: University,0,0,0,0,0,0,0
E02006262,parents,0,1015,184,70,29,4,1
E02006263,Does not apply,273,2,21,122,213,284,5549
E02006263,Living alone,0,1,0,0,2,0,3
E02006263,Living in another household type,0,15,7,3,3,2,10
E02006263,all student household,0,0,0,0,0,0,5
E02006263,communal establishment: Other,0,0,0,0,0,0,0
E02006263,communal establishment: University,0,0,0,0,0,0,0
E02006263,parents,0,783,158,54,20,3,1
E02006264,Does not apply,455,2,20,133,301,424,6146
E02006264,Living alone,0,0,0,0,0,1,1
E02006264,Living in another household type,0,14,5,1,7,4,17
E02006264,all student household,0,0,0,2,3,2,8
E02006264,communal establishment: Other,0,0,0,0,0,0,0
E02006264,communal establishment: University,0,0,0,0,0,0,0
E02006264,parents,0,1060,169,74,26,1,0
E02006265,Does not apply,316,1,13,122,246,331,5300
E02006265,Living alone,0,0,0,1,0,2,2
E02006265,Living in another household type,0,12,2,5,0,3,11
E02006265,all student household,0,0,0,0,0,0,0
E02006265,communal establishment: Other,0,0,0,0,0,0,0
E02006265,communal establishment: University,0,0,0,0,0,0,0
E02006265,parents,0,808,130,43,17,3,0
E02006266,Does not apply,384,1,16,128,295,391,6867
E02006266,Living alone,0,0,0,0,1,0,1
E02006266,Living in another household type,0,12,1,2,6,8,13
E02006266,all student household,0,0,0,0,0,0,5
E02006266,communal establishment: Other,0,0,0,0,0,0,0
E02006266,communal establishment: University,0,0,0,0,0,0,0
E02006266,parents,0,1030,184,57,19,4,1
E02006267,Does not apply,254,2,13,123,257,278,6067
E02006267,Living alone,0,0,0,0,3,1,1
E02006267,Living in another household type,0,7,2,5,2,7,12
E02006267,all student household,0,0,0,0,0,0,0
E02006267,communal establishment: Other,0,0,0,0,0,0,0
E02006267,communal establishment: University,0,0,0,0,0,0,0
E02006267,parents,0,1012,197,81,27,8,0
E02006268,Does not apply,272,2,11,121,243,314,4203
E02006268,Living alone,0,1,0,0,1,0,2
E02006268,Living in another household type,0,12,2,0,2,4,14
E02006268,all student household,0,0,0,0,0,2,3
E02006268,communal establishment: Other,0,6,0,1,0,0,0
E02006268,communal establishment: University,0,0,0,0,0,0,0
E02006268,parents,0,766,117,42,20,2,1
E02006269,Does not apply,392,3,13,123,299,472,5265
E02006269,Living alone,0,0,0,0,0,1,5
E02006269,Living in another household type,0,21,4,6,7,5,17
E02006269,all student household,0,0,0,0,0,1,0
E02006269,communal establishment: Other,0,41,7,1,0,1,0
E02006269,communal establishment: University,0,0,0,0,0,0,0
E02006269,parents,0,840,143,44,22,4,0
E02006270,Does not apply,738,3,27,200,544,978,8114
E02006270,Living alone,0,1,2,0,0,3,5
E02006270,Living in another household type,0,11,4,3,9,17,33
E02006270,all student household,0,1,0,2,2,1,4
E02006270,communal establishment: Other,0,0,0,0,0,0,0
E02006270,communal establishment: University,0,0,0,0,0,0,0
E02006270,parents,0,1670,279,120,33,3,1
E02006271,Does not apply,570,2,15,300,438,925,6334
E02006271,Living alone,0,0,0,1,7,0,2
E02006271,Living in another household type,0,22,2,4,5,8,21
E02006271,all student household,0,0,0,0,2,0,3
E02006271,communal establishment: Other,0,0,0,0,0,2,1
E02006271,communal establishment: University,0,0,0,0,0,0,0
E02006271,parents,0,983,124,64,17,2,2
E02006272,Does not apply,282,0,16,132,209,286,5564
E02006272,Living alone,0,0,0,0,1,0,2
E02006272,Living in another household type,0,16,2,5,3,4,12
E02006272,all student household,0,2,0,2,0,1,0
E02006272,communal establishment: Other,0,0,0,0,0,0,0
E02006272,communal establishment: University,0,0,0,0,0,0,0
E02006272,parents,0,839,170,82,18,3,1
E02006273,Does not apply,290,5,6,90,218,269,4966
E02006273,Living alone,0,0,0,0,0,0,2
E02006273,Living in another household type,0,7,2,0,5,4,12
E02006273,all student household,0,0,0,0,0,0,1
E02006273,communal establishment: Other,0,0,0,0,0,0,0
E02006273,communal establishment: University,0,0,0,0,0,0,0
E02006273,parents,0,746,141,59,5,1,2
E02006274,Does not apply,310,2,13,197,373,476,4265
E02006274,Living alone,0,0,0,0,3,0,2
E02006274,Living in another household type,0,11,2,1,1,8,6
E02006274,all student household,0,0,0,0,0,0,1
E02006274,communal establishment: Other,0,3,0,0,2,0,0
E02006274,communal establishment: University,0,0,0,0,0,0,0
E02006274,parents,0,732,124,55,15,2,1
E02006275,Does not apply,384,3,18,166,320,434,4350
E02006275,Living alone,0,0,0,1,0,2,3
E02006275,Living in another household type,0,17,5,1,8,8,14
E02006275,all student household,0,2,0,0,0,1,10
E02006275,communal establishment: Other,0,0,0,0,0,0,0
E02006275,communal establishment: University,0,0,0,0,0,0,0
E02006275,parents,0,999,176,67,13,2,1
E02006276,Does not apply,397,2,14,103,255,430,5733
E02006276,Living alone,0,0,0,0,4,0,2
E02006276,Living in another household type,0,7,4,2,7,4,19
E02006276,all student household,0,0,0,0,0,0,2
E02006276,communal establishment: Other,0,0,0,0,0,0,0
E02006276,communal establishment: University,0,0,0,0,0,0,0
E02006276,parents,0,999,142,76,21,2,1
E02006277,Does not apply,437,1,4,102,301,480,4903
E02006277,Living alone,0,0,0,1,0,4,5
E02006277,Living in another household type,0,8,1,1,11,13,11
E02006277,all student household,0,0,0,1,4,4,3
E02006277,communal establishment: Other,0,0,0,0,0,0,0
E02006277,communal establishment: University,0,0,0,0,0,0,0
E02006277,parents,0,1116,174,75,22,2,2
E02006278,Does not apply,343,0,7,134,469,794,5545
E02006278,Living alone,0,0,22,27,4,7,10
E02006278,Living in another household type,0,12,3,6,25,15,30
E02006278,all student household,0,0,0,3,2,7,5
E02006278,communal establishment: Other,0,0,5,11,0,0,0
E02006278,communal establishment: University,0,0,0,0,0,0,0
E02006278,parents,0,675,131,56,20,5,3
E02006279,Does not apply,509,2,13,124,329,417,6092
E02006279,Living alone,0,0,0,0,1,1,2
E02006279,Living in another household type,0,3,5,6,5,3,17
E02006279,all student household,0,0,0,0,2,3,1
E02006279,communal establishment: Other,0,0,0,0,0,0,0
E02006279,communal establishment: University,0,0,0,0,0,0,0
E02006279,parents,0,951,153,74,18,3,3
E02006280,Does not apply,422,4,16,120,294,363,6849
E02006280,Living alone,0,0,1,0,2,1,4
E02006280,Living in another household type,0,17,4,1,8,10,22
E02006280,all student household,0,0,0,0,0,3,4
E02006280,communal establishment: Other,0,50,29,10,0,0,0
E02006280,communal establishment: University,0,0,0,0,0,0,0
E02006280,parents,0,1165,207,78,25,9,1
E02006281,Does not apply,309,3,5,90,269,532,6046
E02006281,Living alone,0,0,0,0,2,1,4
E02006281,Living in another household type,0,10,1,3,9,9,20
E02006281,all student household,0,0,0,0,0,1,5
E02006281,communal establishment: Other,0,0,0,0,0,0,0
E02006281,communal establishment: University,0,0,0,0,0,0,0
E02006281,parents,0,801,133,59,18,6,1
E02006282,Does not apply,210,1,6,78,148,242,4936
E02006282,Living alone,0,0,1,1,5,0,2
E02006282,Living in another household type,0,8,0,1,3,1,6
E02006282,all student household,0,0,0,0,0,0,0
E02006282,communal establishment: Other,0,0,0,0,0,0,0
E02006282,communal establishment: University,0,0,0,0,0,0,0
E02006282,parents,0,678,112,60,13,3,2
E02006283,Does not apply,343,1,8,101,330,634,5737
E02006283,Living alone,0,0,0,0,2,0,2
E02006283,Living in another household type,0,12,4,1,7,0,9
E02006283,all student household,0,0,0,0,2,0,2
E02006283,communal establishment: Other,0,18,5,1,12,6,5
E02006283,communal establishment: University,0,0,0,0,0,0,0
E02006283,parents,0,795,139,58,19,5,0
E02006284,Does not apply,443,4,10,162,307,514,4947
E02006284,Living alone,0,0,1,1,2,0,1
E02006284,Living in another household type,0,16,1,3,2,5,12
E02006284,all student household,0,0,0,0,0,0,2
E02006284,communal establishment: Other,0,0,1,0,0,0,0
E02006284,communal establishment: University,0,0,0,0,0,0,0
E02006284,parents,0,1077,136,55,18,3,0
E02006285,Does not apply,429,1,15,135,290,513,4706
E02006285,Living alone,0,0,0,1,3,2,2
E02006285,Living in another household type,0,18,1,3,3,10,22
E02006285,all student household,0,2,1,0,0,0,2
E02006285,communal establishment: Other,0,0,0,0,0,0,0
E02006285,communal establishment: University,0,0,0,0,0,0,0
E02006285,parents,0,1107,193,82,18,2,1
E02006286,Does not apply,658,2,22,232,489,723,7006
E02006286,Living alone,0,0,0,4,1,0,1
E02006286,Living in another household type,0,12,3,9,15,9,28
E02006286,all student household,0,0,0,1,5,0,4
E02006286,communal establishment: Other,0,2,1,1,0,0,0
E02006286,communal establishment: University,0,0,0,0,0,0,0
E02006286,parents,0,1608,203,82,28,0,0
E02006287,Does not apply,217,2,14,68,137,201,4909
E02006287,Living alone,0,1,0,5,0,0,1
E02006287,Living in another household type,0,13,5,4,2,5,11
E02006287,all student household,0,0,0,0,0,0,0
E02006287,communal establishment: Other,0,15,4,0,0,0,0
E02006287,communal establishment: University,0,0,0,0,0,0,0
E02006287,parents,0,514,84,40,8,3,0
E02006288,Does not apply,395,6,13,151,298,390,7038
E02006288,Living alone,0,1,0,1,1,1,0
E02006288,Living in another household type,0,12,3,8,4,6,16
E02006288,all student household,0,0,0,0,0,0,4
E02006288,communal establishment: Other,0,101,79,28,0,0,1
E02006288,communal establishment: University,0,0,0,0,0,0,0
E02006288,parents,0,1126,231,112,24,6,3
E02006289,Does not apply,472,3,19,131,316,471,6867
E02006289,Living alone,0,0,0,3,0,0,5
E02006289,Living in another household type,0,16,0,3,5,2,12
E02006289,all student household,0,0,0,0,0,1,5
E02006289,communal establishment: Other,0,0,0,0,0,0,0
E02006289,communal establishment: University,0,0,0,0,0,0,0
E02006289,parents,0,1091,187,66,11,8,0
E02006290,Does not apply,345,1,22,105,270,396,5953
E02006290,Living alone,0,1,2,10,0,0,6
E02006290,Living in another household type,0,6,5,5,4,3,5
E02006290,all student household,0,0,0,0,0,0,1
E02006290,communal establishment: Other,0,22,9,0,0,0,0
E02006290,communal establishment: University,0,0,0,0,0,0,0
E02006290,parents,0,756,124,51,11,1,2
E02006291,Does not apply,325,1,14,108,246,356,5514
E02006291,Living alone,0,0,0,0,0,0,1
E02006291,Living in another household type,0,13,1,3,6,2,13
E02006291,all student household,0,0,0,0,0,0,5
E02006291,communal establishment: Other,0,0,0,0,0,0,0
E02006291,communal establishment: University,0,0,0,0,0,0,0
E02006291,parents,0,837,150,56,18,6,2
E02006292,Does not apply,226,0,16,85,180,212,4953
E02006292,Living alone,0,0,0,0,0,0,2
E02006292,Living in another household type,0,12,7,1,6,0,6
E02006292,all student household,0,0,0,0,0,1,2
E02006292,communal establishment: Other,0,0,0,0,0,1,0
E02006292,communal establishment: University,0,0,0,0,0,0,0
E02006292,parents,0,814,178,67,16,1,1
E02006293,Does not apply,512,8,15,215,451,569,7683
E02006293,Living alone,0,0,0,2,0,1,4
E02006293,Living in another household type,0,19,3,4,3,10,29
E02006293,all student household,0,0,0,0,0,0,3
E02006293,communal establishment: Other,0,3,0,1,3,2,11
E02006293,communal establishment: University,0,0,0,0,0,0,0
E02006293,parents,0,1291,198,97,15,6,0
E02006294,Does not apply,258,2,11,102,224,284,5838
E02006294,Living alone,0,0,0,3,0,0,4
E02006294,Living in another household type,0,8,1,1,2,6,8
E02006294,all student household,0,2,0,1,0,1,3
E02006294,communal establishment: Other,0,0,1,0,0,0,0
E02006294,communal establishment: University,0,0,0,0,0,0,0
E02006294,parents,0,816,181,74,21,3,4
E02006295,Does not apply,390,4,12,157,323,423,6408
E02006295,Living alone,0,0,0,0,0,0,1
E02006295,Living in another household type,0,14,4,2,6,3,11
E02006295,all student household,0,0,0,0,0,0,3
E02006295,communal establishment: Other,0,0,0,0,0,0,0
E02006295,communal establishment: University,0,0,0,0,0,0,0
E02006295,parents,0,1238,197,101,20,3,3
E02006296,Does not apply,618,3,12,193,412,590,8781
E02006296,Living alone,0,1,0,1,1,0,53
E02006296,Living in another household type,0,20,7,6,13,14,21
E02006296,all student household,0,0,0,2,6,1,2
E02006296,communal establishment: Other,0,3,0,0,0,0,0
E02006296,communal establishment: University,0,0,0,0,0,0,0
E02006296,parents,0,1834,334,134,42,6,2
E02006297,Does not apply,263,1,8,123,259,304,5822
E02006297,Living alone,0,0,0,0,0,0,1
E02006297,Living in another household type,0,14,5,7,1,2,7
E02006297,all student household,0,0,0,0,0,0,0
E02006297,communal establishment: Other,0,45,0,0,0,0,0
E02006297,communal establishment: University,0,0,0,0,0,0,0
E02006297,parents,0,906,168,76,33,10,3
E02006298,Does not apply,419,3,17,143,311,465,6463
E02006298,Living alone,0,0,0,4,1,1,3
E02006298,Living in another household type,0,17,3,4,6,3,9
E02006298,all student household,0,0,0,0,1,0,2
E02006298,communal establishment: Other,0,0,0,0,0,0,1
E02006298,communal establishment: University,0,0,0,0,0,0,0
E02006298,parents,0,1035,148,68,22,4,1
E02006299,Does not apply,231,0,10,94,201,254,6478
E02006299,Living alone,0,0,0,12,0,0,1
E02006299,Living in another household type,0,12,2,5,2,3,11
E02006299,all student household,0,0,0,0,2,0,2
E02006299,communal establishment: Other,0,3,2,0,0,0,0
E02006299,communal establishment: University,0,0,0,0,0,0,0
E02006299,parents,0,697,126,55,21,1,1
E02006300,Does not apply,463,1,18,156,296,554,5142
E02006300,Living alone,0,0,1,25,2,0,6
E02006300,Living in another household type,0,12,4,3,7,2,11
E02006300,all student household,0,0,0,0,0,0,5
E02006300,communal establishment: Other,0,0,5,2,0,0,0
E02006300,communal establishment: University,0,0,0,0,0,0,0
E02006300,parents,0,963,162,62,17,5,0
E02006301,Does not apply,260,5,17,87,246,313,4521
E02006301,Living alone,0,0,0,23,0,1,0
E02006301,Living in another household type,0,12,1,0,6,4,9
E02006301,all student household,0,0,0,0,0,0,4
E02006301,communal establishment: Other,0,0,0,0,0,0,0
E02006301,communal establishment: University,0,0,0,0,0,0,0
E02006301,parents,0,622,107,45,20,3,0
E02006302,Does not apply,177,0,12,89,186,258,5092
E02006302,Living alone,0,0,0,0,2,1,1
E02006302,Living in another household type,0,10,6,0,4,0,7
E02006302,all student household,0,0,0,0,0,0,0
E02006302,communal establishment: Other,0,0,0,0,0,0,0
E02006302,communal establishment: University,0,0,0,0,0,0,0
E02006302,parents,0,622,108,50,10,4,0
E02006303,Does not apply,447,2,16,144,316,439,4972
E02006303,Living alone,0,0,0,1,0,0,2
E02006303,Living in another household type,0,24,4,12,0,7,11
E02006303,all student household,0,0,3,0,0,1,4
E02006303,communal establishment: Other,0,0,0,0,0,0,0
E02006303,communal establishment: University,0,0,0,0,0,0,0
E02006303,parents,0,1267,187,94,19,1,0
E02006304,Does not apply,367,4,8,122,262,452,5824
E02006304,Living alone,0,0,0,0,1,0,1
E02006304,Living in another household type,0,12,4,4,4,5,19
E02006304,all student household,0,0,0,0,0,0,2
E02006304,communal establishment: Other,0,0,0,0,0,0,0
E02006304,communal establishment: University,0,0,0,0,0,0,0
E02006304,parents,0,865,124,63,14,2,0
E02006305,Does not apply,695,11,17,210,471,744,5702
E02006305,Living alone,0,0,4,5,2,4,6
E02006305,Living in another household type,0,18,10,9,8,12,28
E02006305,all student household,0,0,0,1,2,5,8
E02006305,communal establishment: Other,0,0,6,0,0,0,0
E02006305,communal establishment: University,0,0,0,0,0,0,0
E02006305,parents,0,1401,218,101,20,5,1
E02006306,Does not apply,339,1,12,134,254,417,5006
E02006306,Living alone,0,0,0,0,1,0,1
E02006306,Living in another household type,0,18,6,4,1,7,22
E02006306,all student household,0,0,0,0,0,0,0
E02006306,communal establishment: Other,0,0,0,0,2,2,1
E02006306,communal establishment: University,0,0,0,0,0,0,0
E02006306,parents,0,889,106,63,5,1,0
E02006307,Does not apply,204,0,14,112,211,281,5546
E02006307,Living alone,0,0,0,1,0,0,3
E02006307,Living in another household type,0,11,5,2,2,2,13
E02006307,all student household,0,0,0,0,0,0,3
E02006307,communal establishment: Other,0,0,0,0,0,0,0
E02006307,communal establishment: University,0,0,0,0,0,0,0
E02006307,parents,0,705,132,61,11,1,1
E02006308,Does not apply,443,4,9,146,356,512,4988
E02006308,Living alone,0,0,1,1,4,2,22
E02006308,Living in another household type,0,20,7,12,4,3,18
E02006308,all student household,0,0,0,0,1,0,3
E02006308,communal establishment: Other,0,0,0,3,0,1,4
E02006308,communal establishment: University,0,0,0,0,0,0,0
E02006308,parents,0,858,122,76,21,4,0
E02006309,Does not apply,294,4,6,110,194,312,4716
E02006309,Living alone,0,0,0,0,0,0,2
E02006309,Living in another household type,0,33,9,8,2,2,9
E02006309,all student household,0,0,0,0,0,0,3
E02006309,communal establishment: Other,0,0,0,0,0,0,0
E02006309,communal establishment: University,0,0,0,0,0,0,0
E02006309,parents,0,822,132,55,17,2,0
E02006310,Does not apply,415,4,11,133,298,446,5367
E02006310,Living alone,0,0,0,0,0,0,1
E02006310,Living in another household type,0,11,12,2,3,6,27
E02006310,all student household,0,0,0,1,4,0,2
E02006310,communal establishment: Other,0,0,0,0,0,0,0
E02006310,communal establishment: University,0,0,0,0,0,0,0
E02006310,parents,0,1067,164,83,12,5,0
E02006311,Does not apply,321,4,15,111,247,371,5895
E02006311,Living alone,0,0,0,0,0,1,3
E02006311,Living in another household type,0,14,3,2,7,2,17
E02006311,all student household,0,0,0,0,0,1,1
E02006311,communal establishment: Other,0,0,0,0,0,0,0
E02006311,communal establishment: University,0,0,0,0,0,0,0
E02006311,parents,0,952,167,64,9,1,1
E02006312,Does not apply,327,8,9,142,308,364,6092
E02006312,Living alone,0,0,0,0,0,0,2
E02006312,Living in another household type,0,11,5,4,1,1,13
E02006312,all student household,0,1,0,0,3,0,5
E02006312,communal establishment: Other,0,0,0,0,0,0,0
E02006312,communal establishment: University,0,0,0,0,0,0,0
E02006312,parents,0,944,151,73,30,1,1
E02006313,Does not apply,402,7,6,127,279,479,7232
E02006313,Living alone,0,0,0,0,1,1,4
E02006313,Living in another household type,0,16,9,6,2,6,17
E02006313,all student household,0,2,0,0,0,0,4
E02006313,communal establishment: Other,0,0,0,0,0,0,0
E02006313,communal establishment: University,0,0,0,0,0,0,0
E02006313,parents,0,1036,197,83,21,6,0
E02006314,Does not apply,317,3,13,110,247,316,5271
E02006314,Living alone,0,0,0,0,0,0,0
E02006314,Living in another household type,0,19,4,4,3,1,8
E02006314,all student household,0,0,0,0,1,1,2
E02006314,communal establishment: Other,0,0,0,0,0,0,0
E02006314,communal establishment: University,0,0,0,0,0,0,0
E02006314,parents,0,755,106,63,14,1,2
E02006315,Does not apply,208,6,9,77,165,187,4479
E02006315,Living alone,0,1,0,0,1,0,1
E02006315,Living in another household type,0,8,5,3,5,2,5
E02006315,all student household,0,0,0,0,0,0,2
E02006315,communal establishment: Other,0,16,12,2,1,0,0
E02006315,communal establishment: University,0,0,0,0,0,0,0
E02006315,parents,0,514,78,31,14,3,2
E02006316,Does not apply,288,3,5,89,202,319,5229
E02006316,Living alone,0,0,0,9,0,0,5
E02006316,Living in another household type,0,5,0,2,2,5,10
E02006316,all student household,0,0,0,0,0,3,0
E02006316,communal establishment: Other,0,0,0,0,0,0,0
E02006316,communal establishment: University,0,0,0,0,0,0,0
E02006316,parents,0,733,109,48,7,3,1
E02006317,Does not apply,386,0,4,74,191,263,4239
E02006317,Living alone,0,0,0,0,0,0,3
E02006317,Living in another household type,0,10,3,4,5,7,11
E02006317,all student household,0,0,0,0,0,1,4
E02006317,communal establishment: Other,0,3,1,0,0,0,0
E02006317,communal establishment: University,0,0,0,0,0,0,0
E02006317,parents,0,924,124,69,26,2,1
E02006318,Does not apply,447,3,2,55,189,318,4774
E02006318,Living alone,0,1,0,1,5,0,5
E02006318,Living in another household type,0,3,5,4,12,4,14
E02006318,all student household,0,1,4,0,1,1,0
E02006318,communal establishment: Other,0,0,0,0,0,0,0
E02006318,communal establishment: University,0,0,0,0,0,0,0
E02006318,parents,0,891,143,44,24,3,0
